TransactionID,id_01,id_02,id_03,id_04,id_05,id_06,id_07,id_08,id_09,id_10,id_11,id_12,DeviceType,DeviceInfo
1056,-1.0,0.0,F,missing,,,0.0,F,F,,5.0,0.0,mobile,low-end-3
1057,-1.0,0.0,F,missing,,,0.0,F,F,,5.0,0.0,mobile,low-end-0
1058,-1.0,0.0,F,missing,,,0.0,F,F,,5.0,0.0,mobile,low-end-1
1059,-1.0,0.0,F,missing,,,0.0,F,F,,5.0,0.0,mobile,low-end-2
1060,-1.0,0.0,F,missing,,,0.0,F,F,,5.0,0.0,mobile,low-end-3
1062,0.63,72.4,T,mobile,2.2,2.4,1.5,T,T,3.4,0.7,0.5,mobile,family-iphone-01
1063,0.748,721.2,T,mobile,9.0,3.0,0.8,T,T,5.1,3.7,0.5,mobile,pixel-8-new
1064,-1.224,159.4,F,mobile,3.1,1.8,0.0,T,T,7.0,4.7,1.4,mobile,acme-managed-01
1065,1.172,468.2,T,mobile,6.5,0.8,0.7,F,T,1.9,6.3,1.7,mobile,corp-nat-7
1066,2.146,635.4,T,desktop,6.2,0.8,0.5,F,T,5.7,4.3,0.6,desktop,student-phone-d
1070,-1.349,721.0,F,mobile,8.4,2.5,0.0,T,T,5.8,0.9,0.6,mobile,user-dev-23
1071,-0.572,373.5,T,desktop,9.0,1.8,1.2,T,T,4.3,2.2,1.2,desktop,user-dev-16
1073,-1.007,32.1,T,mobile,9.2,3.6,0.8,T,F,3.6,0.3,1.8,mobile,user-dev-04
1076,0.111,709.3,T,mobile,11.4,2.3,1.3,T,T,0.8,7.1,0.0,mobile,user-dev-21
1077,-0.57,368.5,T,desktop,2.4,0.7,0.4,F,T,6.5,1.4,1.6,desktop,user-dev-03
1080,0.827,4.0,T,mobile,4.1,1.9,1.4,F,T,7.5,6.4,0.2,mobile,office-pc-05
1085,1.173,106.8,F,mobile,10.8,3.3,0.8,T,T,4.4,6.7,0.4,mobile,office-pc-03
1087,1.226,486.8,T,mobile,4.4,1.4,1.2,T,F,5.8,1.2,0.0,mobile,user-dev-01
1090,0.258,271.7,T,mobile,5.1,1.1,1.6,T,F,3.8,1.5,1.7,mobile,user-dev-21
1092,1.038,371.9,T,mobile,4.2,2.9,0.8,F,T,1.2,4.6,0.0,mobile,user-dev-08
1095,-0.846,338.0,T,mobile,3.6,1.0,1.2,F,T,3.4,4.3,1.1,mobile,office-pc-05
1096,-1.226,291.9,T,desktop,11.8,2.1,1.3,T,T,8.4,5.3,0.0,desktop,office-pc-04
1099,0.62,364.0,T,mobile,5.6,0.2,0.9,T,T,3.3,3.8,1.5,mobile,user-dev-11
1100,-1.489,18.8,F,mobile,2.1,1.4,0.0,T,T,5.4,3.2,0.0,mobile,user-dev-20
1101,-0.054,67.2,T,desktop,1.5,0.6,1.8,T,T,5.6,8.3,1.9,desktop,user-dev-14
1102,-0.754,656.4,F,mobile,0.5,1.3,0.0,T,T,7.3,0.9,1.5,mobile,office-pc-08
1109,-0.746,241.6,F,mobile,0.3,3.8,1.3,F,F,3.9,1.0,0.0,mobile,user-dev-23
1111,1.212,208.8,F,mobile,7.4,2.2,1.4,T,T,1.9,8.4,1.4,mobile,user-dev-02
1112,0.464,36.6,F,desktop,10.9,2.7,0.8,T,T,1.2,2.4,2.0,desktop,office-pc-04
1114,1.085,254.5,T,mobile,2.7,2.8,1.2,T,T,4.1,3.8,1.1,mobile,user-dev-02
1115,-1.262,274.4,F,mobile,4.2,1.8,1.5,T,T,6.1,2.3,0.0,mobile,user-dev-04
1116,0.195,681.8,T,mobile,7.6,2.2,0.4,F,T,2.6,2.8,0.1,mobile,user-dev-30
1124,-0.427,281.3,F,mobile,5.0,3.1,0.6,T,F,3.4,4.8,1.9,mobile,user-dev-24
1125,-0.427,98.8,F,mobile,2.6,4.0,0.4,T,T,6.6,3.6,1.5,mobile,user-dev-26
1126,-1.178,255.5,F,mobile,7.6,2.7,1.3,T,T,4.8,2.0,1.5,mobile,office-pc-07
1130,0.665,229.0,F,mobile,1.9,3.5,0.0,F,T,5.9,6.2,0.0,mobile,user-dev-16
1133,-0.911,334.6,T,mobile,7.6,2.5,1.2,F,T,6.6,8.5,0.5,mobile,user-dev-16
1136,-0.502,455.4,F,mobile,8.2,3.8,0.0,T,T,3.5,4.6,0.0,mobile,user-dev-22
1138,0.946,578.4,T,mobile,2.1,3.7,0.6,T,F,1.9,4.2,1.2,mobile,user-dev-18
1141,-0.574,791.8,T,desktop,11.7,2.0,1.2,T,F,1.4,4.2,0.0,desktop,user-dev-14
1144,1.472,693.7,F,mobile,10.3,0.3,0.5,T,T,7.0,5.8,0.0,mobile,user-dev-22
1149,0.303,384.6,T,mobile,3.5,1.6,1.5,T,T,4.6,5.8,0.2,mobile,user-dev-07
1151,0.474,660.2,T,desktop,8.7,1.5,0.3,T,T,2.4,3.0,0.9,desktop,user-dev-25
1153,0.62,567.3,T,mobile,9.1,1.4,0.7,T,T,2.5,0.3,0.0,mobile,user-dev-05
1154,-0.227,704.1,F,mobile,8.6,1.2,1.1,T,T,6.1,1.4,0.3,mobile,user-dev-03
1155,-0.031,486.0,F,mobile,3.1,0.9,1.2,T,T,3.3,4.6,1.0,mobile,user-dev-18
1156,-2.124,777.9,T,desktop,7.0,2.0,0.8,F,T,7.8,4.3,0.8,desktop,user-dev-15
1158,0.309,535.0,T,mobile,4.1,1.2,0.6,T,T,5.8,3.2,1.8,mobile,user-dev-11
1159,1.592,676.6,T,mobile,8.9,1.5,0.0,T,F,4.6,2.4,1.7,mobile,user-dev-13
1160,-1.063,430.2,T,mobile,11.6,0.2,0.5,T,T,6.2,5.9,1.4,mobile,office-pc-06
1161,-0.276,487.3,F,desktop,1.1,0.8,0.1,F,T,0.5,2.0,1.2,desktop,user-dev-04
1162,0.078,371.4,T,desktop,3.8,2.5,0.2,T,T,4.9,1.9,1.1,desktop,user-dev-09
1165,-1.731,89.2,F,desktop,9.3,0.8,1.2,T,T,6.8,5.4,0.4,desktop,user-dev-27
1166,-0.976,405.8,F,mobile,11.4,1.2,0.5,T,T,2.8,4.0,1.9,mobile,office-pc-01
1175,-0.874,779.5,F,desktop,5.9,0.7,1.3,T,F,3.1,6.2,0.4,desktop,office-pc-09
1176,0.068,87.0,T,mobile,2.6,2.0,1.1,T,T,5.5,5.1,0.0,mobile,user-dev-24
1178,0.946,628.6,T,desktop,7.3,0.6,2.0,T,T,7.0,2.4,0.9,desktop,user-dev-01
1179,1.419,685.0,F,desktop,4.4,1.2,1.7,T,T,5.1,6.9,0.0,desktop,office-pc-03
1185,0.314,327.0,T,mobile,11.7,3.1,0.0,T,T,6.5,2.7,0.6,mobile,user-dev-07
1187,-0.124,632.7,F,mobile,6.7,3.0,1.2,T,T,0.7,1.4,1.9,mobile,user-dev-05
1189,-2.056,757.4,F,mobile,8.3,3.6,0.6,T,T,0.9,5.8,0.7,mobile,user-dev-27
1190,-1.359,738.9,T,mobile,5.7,3.5,0.0,F,T,7.4,7.9,1.1,mobile,user-dev-05
1196,-0.994,262.3,F,mobile,6.7,3.3,0.3,T,F,6.3,6.7,0.7,mobile,office-pc-08
1197,-0.407,618.2,T,mobile,2.2,1.9,0.7,T,T,2.3,6.7,0.0,mobile,user-dev-02
1200,0.753,317.0,F,mobile,9.6,3.3,0.0,F,T,5.1,9.0,1.7,mobile,user-dev-22
